Loyalty Number,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Avg_Points_Per_Flight,CLV
373771,1,41,94164.0,4,4,5,445,High Spender,2296.682926829268,94164.0
373886,1,25,42516.0,4,2,2,422,Other,1700.64,42516.0
373888,1,14,18726.0,4,2,1,421,Other,1337.5714285714287,18726.0
373898,1,35,50306.0,4,3,3,433,Other,1437.3142857142857,50306.0
373950,1,41,64993.0,4,4,4,444,Other,1585.1951219512196,64993.0
374107,1,36,56499.0,4,3,4,434,Other,1569.4166666666667,56499.0
374117,1,33,53578.0,4,3,3,433,Other,1623.5757575757575,53578.0
374266,1,56,76144.0,4,5,5,455,Frequent Flyer,1359.7142857142858,76144.0
374275,1,67,109694.0,4,5,5,455,Frequent Flyer,1637.2238805970148,109694.0
374293,1,4,2974.0,4,1,1,411,Other,743.5,2974.0
374344,1,22,34566.0,4,2,2,422,Other,1571.1818181818182,34566.0
374345,1,51,79256.0,4,5,5,455,Frequent Flyer,1554.0392156862745,79256.0
374401,1,31,40766.0,4,3,2,432,Other,1315.032258064516,40766.0
374421,1,1,1744.0,4,1,1,411,Other,1744.0,1744.0
374440,1,45,60760.0,4,5,4,454,Frequent Flyer,1350.2222222222222,60760.0
374585,1,30,45174.0,4,2,3,423,Other,1505.8,45174.0
374639,1,49,82163.0,4,5,5,455,Frequent Flyer,1676.795918367347,82163.0
374679,1,30,53268.0,4,2,3,423,Other,1775.6,53268.0
374721,1,23,39597.0,4,2,2,422,Other,1721.608695652174,39597.0
374736,1,34,56086.0,4,3,4,434,Other,1649.5882352941176,56086.0
374850,1,38,56545.0,4,4,4,444,Other,1488.0263157894738,56545.0
374881,1,33,50482.0,4,3,3,433,Other,1529.7575757575758,50482.0
374931,1,31,48498.0,4,3,3,433,Other,1564.4516129032259,48498.0
374941,1,20,24107.0,4,2,2,422,Other,1205.35,24107.0
374967,1,46,63933.0,4,5,4,454,Frequent Flyer,1389.8478260869565,63933.0
374984,1,36,35957.0,4,3,2,432,Other,998.8055555555555,35957.0
375056,1,12,17644.0,4,1,1,411,Other,1470.3333333333333,17644.0
375105,1,35,50065.0,4,3,3,433,Other,1430.4285714285713,50065.0
375203,1,2,3444.0,4,1,1,411,Other,1722.0,3444.0
375265,1,38,53578.0,4,4,3,443,Other,1409.9473684210527,53578.0
375297,1,39,55271.0,4,4,4,444,Other,1417.2051282051282,55271.0
375399,1,35,66460.0,4,3,4,434,Other,1898.857142857143,66460.0
375430,1,33,43745.0,4,3,2,432,Other,1325.6060606060605,43745.0
375451,1,11,17288.0,4,1,1,411,Other,1571.6363636363637,17288.0
375511,1,50,75498.0,4,5,5,455,Frequent Flyer,1509.96,75498.0
375540,1,28,42234.0,4,2,2,422,Other,1508.357142857143,42234.0
375597,1,36,56295.0,4,3,4,434,Other,1563.75,56295.0
375683,1,36,46973.0,4,3,3,433,Other,1304.8055555555557,46973.0
375694,1,41,66254.0,4,4,4,444,Other,1615.9512195121952,66254.0
375722,1,36,61524.0,4,3,4,434,Other,1709.0,61524.0
375757,1,44,62430.0,4,5,4,454,Frequent Flyer,1418.8636363636363,62429.99999999999
375768,1,45,65890.0,4,5,4,454,Frequent Flyer,1464.2222222222222,65890.0
375792,1,18,22176.0,4,2,2,422,Other,1232.0,22176.0
375814,1,23,35827.0,4,2,2,422,Other,1557.695652173913,35827.0
375890,1,46,72419.0,4,5,5,455,Frequent Flyer,1574.3260869565217,72419.0
375909,1,54,79617.0,4,5,5,455,Frequent Flyer,1474.388888888889,79617.0
375987,1,57,73741.0,4,5,5,455,Frequent Flyer,1293.701754385965,73741.0
376072,1,49,69398.0,4,5,5,455,Frequent Flyer,1416.2857142857142,69398.0
376144,1,17,32438.0,4,2,2,422,Other,1908.1176470588234,32438.0
376299,1,39,68195.0,4,4,5,445,High Spender,1748.5897435897436,68195.0
376367,1,12,17936.0,4,1,1,411,Other,1494.6666666666667,17936.0
376424,1,30,45348.0,4,2,3,423,Other,1511.6,45348.0
376484,1,34,49688.0,4,3,3,433,Other,1461.4117647058824,49688.0
376572,1,27,40504.0,4,2,2,422,Other,1500.148148148148,40504.0
376618,1,36,43916.0,4,3,3,433,Other,1219.888888888889,43916.0
376630,1,12,15615.0,4,1,1,411,Other,1301.25,15615.0
376725,1,26,41723.0,4,2,2,422,Other,1604.7307692307693,41723.0
376862,1,34,50127.0,4,3,3,433,Other,1474.3235294117646,50127.0
376863,1,34,53829.0,4,3,3,433,Other,1583.2058823529412,53829.0
376929,1,3,8685.0,4,1,1,411,Other,2895.0,8685.0
376969,1,30,48995.0,4,2,3,423,Other,1633.1666666666667,48995.0
376983,1,3,2489.0,4,1,1,411,Other,829.6666666666666,2489.0
377029,1,22,38262.0,4,2,2,422,Other,1739.1818181818182,38262.0
377050,1,39,52311.0,4,4,3,443,Other,1341.3076923076924,52311.0
377114,1,59,95536.0,4,5,5,455,Frequent Flyer,1619.2542372881355,95536.0
377173,1,36,46060.0,4,3,3,433,Other,1279.4444444444443,46060.0
377247,1,38,60958.0,4,4,4,444,Other,1604.157894736842,60958.0
377288,1,48,69347.0,4,5,5,455,Frequent Flyer,1444.7291666666667,69347.0
377289,1,46,68280.0,4,5,5,455,Frequent Flyer,1484.3478260869565,68280.0
377302,1,16,14543.0,4,2,1,421,Other,908.9375,14543.0
377322,1,54,99708.0,4,5,5,455,Frequent Flyer,1846.4444444444443,99708.0
377375,1,17,19273.0,4,2,1,421,Other,1133.7058823529412,19273.0
377444,1,12,22052.0,4,1,2,412,Other,1837.6666666666667,22052.0
377464,1,34,53843.0,4,3,3,433,Other,1583.6176470588234,53843.0
377471,1,60,133261.5,4,5,5,455,Frequent Flyer,2221.025,133261.5
377489,1,20,30265.0,4,2,2,422,Other,1513.25,30265.0
377674,1,40,54400.0,4,4,3,443,Other,1360.0,54400.0
377724,1,32,44587.0,4,3,3,433,Other,1393.34375,44587.0
377742,1,36,78228.0,4,3,5,435,High Spender,2173.0,78228.0
377928,1,7,12425.0,4,1,1,411,Other,1775.0,12425.0
377968,1,27,39075.0,4,2,2,422,Other,1447.2222222222222,39075.0
378014,1,38,57203.0,4,4,4,444,Other,1505.342105263158,57203.0
378153,1,30,53406.0,4,2,3,423,Other,1780.2,53406.0
378181,1,35,55563.0,4,3,4,434,Other,1587.5142857142857,55563.0
378267,1,39,72394.0,4,4,5,445,High Spender,1856.2564102564102,72394.0
378454,1,47,66145.0,4,5,4,454,Frequent Flyer,1407.340425531915,66145.0
378793,1,33,44332.0,4,3,3,433,Other,1343.3939393939395,44332.0
378827,1,41,55550.0,4,4,4,444,Other,1354.878048780488,55550.00000000001
378857,1,47,69685.0,4,5,5,455,Frequent Flyer,1482.659574468085,69685.0
378920,1,51,70389.0,4,5,5,455,Frequent Flyer,1380.1764705882354,70389.0
378968,1,38,52973.0,4,4,3,443,Other,1394.0263157894738,52973.0
379038,1,6,7539.0,4,1,1,411,Other,1256.5,7539.0
379041,1,7,11343.0,4,1,1,411,Other,1620.4285714285713,11343.0
379110,1,43,69902.0,4,4,5,445,High Spender,1625.6279069767443,69902.0
379117,1,13,22750.0,4,1,2,412,Other,1750.0,22750.0
379120,1,36,54355.0,4,3,3,433,Other,1509.861111111111,54355.0
379238,1,29,36740.0,4,2,2,422,Other,1266.896551724138,36740.0
379281,1,16,26233.0,4,2,2,422,Other,1639.5625,26233.0
379351,1,35,58397.0,4,3,4,434,Other,1668.4857142857143,58397.0
379384,1,48,66336.0,4,5,4,454,Frequent Flyer,1382.0,66336.0
379414,1,46,140088.0,4,5,5,455,Frequent Flyer,3045.391304347826,140088.0
379446,1,29,42387.0,4,2,2,422,Other,1461.6206896551723,42387.0
379506,1,34,50405.0,4,3,3,433,Other,1482.5,50405.0
379562,1,35,47318.0,4,3,3,433,Other,1351.942857142857,47318.0
379572,1,53,91894.0,4,5,5,455,Frequent Flyer,1733.8490566037735,91894.0
379629,1,41,62771.0,4,4,4,444,Other,1531.0,62771.0
379716,1,54,93152.0,4,5,5,455,Frequent Flyer,1725.037037037037,93152.0
379752,1,32,46010.0,4,3,3,433,Other,1437.8125,46010.0
379836,1,38,49780.0,4,4,3,443,Other,1310.0,49780.0
379962,1,34,65516.0,4,3,4,434,Other,1926.9411764705883,65516.0
380001,1,38,51205.0,4,4,3,443,Other,1347.5,51205.0
380031,1,44,75283.0,4,5,5,455,Frequent Flyer,1710.9772727272727,75283.0
380059,1,32,60240.0,4,3,4,434,Other,1882.5,60240.0
380099,1,38,55887.0,4,4,4,444,Other,1470.7105263157894,55886.99999999999
380110,1,38,53295.0,4,4,3,443,Other,1402.5,53295.0
380183,1,40,61268.0,4,4,4,444,Other,1531.7,61268.0
380247,1,33,56857.0,4,3,4,434,Other,1722.939393939394,56857.0
380255,1,40,61109.0,4,4,4,444,Other,1527.725,61109.0
380262,1,38,46732.0,4,4,3,443,Other,1229.7894736842106,46732.00000000001
380294,1,32,57284.0,4,3,4,434,Other,1790.125,57284.0
380526,1,39,59089.0,4,4,4,444,Other,1515.1025641025642,59089.00000000001
380627,1,44,56467.0,4,5,4,454,Frequent Flyer,1283.340909090909,56467.0
380709,1,13,19778.0,4,1,1,411,Other,1521.3846153846155,19778.0
380788,1,15,29810.0,4,2,2,422,Other,1987.3333333333333,29810.0
380795,1,36,58373.0,4,3,4,434,Other,1621.4722222222222,58373.0
380843,1,32,49166.0,4,3,3,433,Other,1536.4375,49166.0
380928,1,44,62082.0,4,5,4,454,Frequent Flyer,1410.9545454545455,62082.0
380954,1,10,12025.0,4,1,1,411,Other,1202.5,12025.0
381065,1,1,1629.0,4,1,1,411,Other,1629.0,1629.0
381189,1,52,64339.0,4,5,4,454,Frequent Flyer,1237.2884615384614,64338.99999999999
381234,1,40,52164.0,4,4,3,443,Other,1304.1,52164.0
381284,1,40,62484.0,4,4,4,444,Other,1562.1,62484.0
381307,1,22,30534.0,4,2,2,422,Other,1387.909090909091,30534.0
381308,1,5,9345.0,4,1,1,411,Other,1869.0,9345.0
381316,1,42,68560.0,4,4,5,445,High Spender,1632.3809523809523,68560.0
381395,1,51,70329.0,4,5,5,455,Frequent Flyer,1379.0,70329.0
381459,1,46,78014.0,4,5,5,455,Frequent Flyer,1695.9565217391305,78014.0
381472,1,38,58751.0,4,4,4,444,Other,1546.078947368421,58751.0
381496,1,38,66538.0,4,4,4,444,Other,1751.0,66538.0
381539,1,22,29513.0,4,2,2,422,Other,1341.5,29513.0
381651,1,48,79615.0,4,5,5,455,Frequent Flyer,1658.6458333333333,79615.0
381717,1,10,10814.0,4,1,1,411,Other,1081.4,10814.0
381748,1,39,58965.0,4,4,4,444,Other,1511.923076923077,58965.0
381786,1,6,10056.0,4,1,1,411,Other,1676.0,10056.0
381901,1,35,50625.0,4,3,3,433,Other,1446.4285714285713,50625.0
382149,1,48,73957.0,4,5,5,455,Frequent Flyer,1540.7708333333333,73957.0
382197,1,13,23750.0,4,1,2,412,Other,1826.923076923077,23750.0
382243,1,34,57668.0,4,3,4,434,Other,1696.1176470588234,57668.0
382252,1,52,71554.0,4,5,5,455,Frequent Flyer,1376.0384615384614,71554.0
382271,1,40,52367.0,4,4,3,443,Other,1309.175,52367.0
382464,1,40,71016.0,4,4,5,445,High Spender,1775.4,71016.0
382671,1,31,54226.0,4,3,3,433,Other,1749.225806451613,54226.0
382738,1,43,66403.0,4,4,4,444,Other,1544.2558139534883,66403.0
382739,1,55,155097.0,4,5,5,455,Frequent Flyer,2819.9454545454546,155097.0
382748,1,39,50768.0,4,4,3,443,Other,1301.7435897435898,50768.0
382889,1,43,95362.5,4,4,5,445,High Spender,2217.732558139535,95362.5
382953,1,39,50058.0,4,4,3,443,Other,1283.5384615384614,50057.99999999999
382980,1,42,54935.0,4,4,3,443,Other,1307.9761904761904,54934.99999999999
383108,1,39,50131.0,4,4,3,443,Other,1285.4102564102564,50131.0
383147,1,37,57429.0,4,3,4,434,Other,1552.1351351351352,57429.0
383190,1,34,54030.0,4,3,3,433,Other,1589.1176470588234,54030.0
383202,1,39,55875.0,4,4,4,444,Other,1432.6923076923076,55875.0
383367,1,49,70918.5,4,5,5,455,Frequent Flyer,1447.3163265306123,70918.5
383391,1,3,4497.0,4,1,1,411,Other,1499.0,4497.0
383399,1,17,27668.0,4,2,2,422,Other,1627.5294117647059,27668.0
383421,1,39,67800.0,4,4,5,445,High Spender,1738.4615384615386,67800.0
383627,1,41,63157.0,4,4,4,444,Other,1540.4146341463415,63157.0
383656,1,24,37567.0,4,2,2,422,Other,1565.2916666666667,37567.0
383701,1,24,21208.0,4,2,2,422,Other,883.6666666666666,21208.0
383787,1,51,74644.0,4,5,5,455,Frequent Flyer,1463.6078431372548,74644.0
383808,1,40,53550.0,4,4,3,443,Other,1338.75,53550.0
383826,1,26,35798.0,4,2,2,422,Other,1376.8461538461538,35798.0
383842,1,27,41696.0,4,2,2,422,Other,1544.2962962962963,41696.0
383891,1,47,74638.0,4,5,5,455,Frequent Flyer,1588.0425531914893,74638.0
383898,1,24,62499.0,4,2,4,424,Other,2604.125,62499.0
383912,1,41,71006.0,4,4,5,445,High Spender,1731.8536585365853,71006.0
383954,1,16,22729.0,4,2,2,422,Other,1420.5625,22729.0
383962,1,14,32239.0,4,2,2,422,Other,2302.785714285714,32239.0
383969,1,19,27944.0,4,2,2,422,Other,1470.7368421052631,27944.0
384010,1,54,126984.0,4,5,5,455,Frequent Flyer,2351.5555555555557,126984.0
384090,1,49,67498.0,4,5,5,455,Frequent Flyer,1377.5102040816328,67498.0
384146,1,43,85675.5,4,4,5,445,High Spender,1992.453488372093,85675.5
384269,1,48,60930.0,4,5,4,454,Frequent Flyer,1269.375,60930.0
384286,1,27,44636.0,4,2,3,423,Other,1653.1851851851852,44636.0
384328,1,28,49853.0,4,2,3,423,Other,1780.4642857142858,49853.0
384336,1,33,50433.0,4,3,3,433,Other,1528.2727272727273,50433.0
384356,1,15,26178.0,4,2,2,422,Other,1745.2,26178.0
384409,1,14,23560.0,4,2,2,422,Other,1682.857142857143,23560.0
384412,1,65,110460.0,4,5,5,455,Frequent Flyer,1699.3846153846155,110460.0
384543,1,47,66437.0,4,5,4,454,Frequent Flyer,1413.5531914893618,66437.0
384548,1,7,8529.0,4,1,1,411,Other,1218.4285714285713,8529.0
384599,1,30,38884.0,4,2,2,422,Other,1296.1333333333334,38884.0
384602,1,11,10143.0,4,1,1,411,Other,922.0909090909091,10143.0
384686,1,40,57207.0,4,4,4,444,Other,1430.175,57207.0
384744,1,54,69537.0,4,5,5,455,Frequent Flyer,1287.7222222222222,69537.0
384750,1,29,50389.0,4,2,3,423,Other,1737.551724137931,50389.0
384825,1,41,71693.0,4,4,5,445,High Spender,1748.6097560975609,71693.0
384920,1,30,40150.0,4,2,2,422,Other,1338.3333333333333,40150.0
384928,1,26,37689.0,4,2,2,422,Other,1449.576923076923,37689.0
384986,1,43,65422.0,4,4,4,444,Other,1521.4418604651162,65421.99999999999
385092,1,102,231432.0,4,5,5,455,Frequent Flyer,2268.9411764705883,231432.0
385131,1,37,61419.0,4,3,4,434,Other,1659.972972972973,61419.0
385190,1,43,57946.0,4,4,4,444,Other,1347.5813953488373,57946.00000000001
385235,1,50,68869.0,4,5,5,455,Frequent Flyer,1377.38,68869.0
385358,1,25,41928.0,4,2,2,422,Other,1677.12,41928.0
385593,1,35,41978.0,4,3,2,432,Other,1199.3714285714286,41978.0
385638,1,4,7115.0,4,1,1,411,Other,1778.75,7115.0
385718,1,43,64897.0,4,4,4,444,Other,1509.2325581395348,64897.0
385861,1,4,7469.0,4,1,1,411,Other,1867.25,7469.0
385864,1,48,65025.0,4,5,4,454,Frequent Flyer,1354.6875,65025.0
385912,1,28,36881.0,4,2,2,422,Other,1317.1785714285713,36881.0
386037,1,45,68818.0,4,5,5,455,Frequent Flyer,1529.2888888888888,68818.0
386082,1,40,55323.0,4,4,4,444,Other,1383.075,55323.0
386298,1,17,33706.0,4,2,2,422,Other,1982.7058823529412,33706.0
386342,1,50,66047.0,4,5,4,454,Frequent Flyer,1320.94,66047.0
386363,1,40,58086.0,4,4,4,444,Other,1452.15,58086.0
386446,1,4,3636.0,4,1,1,411,Other,909.0,3636.0
386607,1,35,52300.0,4,3,3,433,Other,1494.2857142857142,52300.0
386649,1,36,60232.0,4,3,4,434,Other,1673.111111111111,60232.0
386790,1,31,38971.0,4,3,2,432,Other,1257.1290322580646,38971.0
386825,1,37,39527.0,4,3,2,432,Other,1068.2972972972973,39527.0
386926,1,37,53849.0,4,3,3,433,Other,1455.3783783783783,53849.0
386936,1,6,8578.0,4,1,1,411,Other,1429.6666666666667,8578.0
386979,1,17,23762.0,4,2,2,422,Other,1397.764705882353,23762.0
386986,1,58,93931.0,4,5,5,455,Frequent Flyer,1619.5,93931.0
387121,1,41,46025.0,4,4,3,443,Other,1122.560975609756,46025.0
387129,1,61,93072.0,4,5,5,455,Frequent Flyer,1525.7704918032787,93072.0
387214,1,74,187815.0,4,5,5,455,Frequent Flyer,2538.0405405405404,187815.0
387307,1,61,100699.5,4,5,5,455,Frequent Flyer,1650.811475409836,100699.5
387455,1,29,47375.0,4,2,3,423,Other,1633.6206896551723,47375.0
387506,1,49,65044.0,4,5,4,454,Frequent Flyer,1327.4285714285713,65043.99999999999
387523,1,34,49182.0,4,3,3,433,Other,1446.5294117647059,49182.0
387553,1,19,22267.0,4,2,2,422,Other,1171.9473684210527,22267.0
387568,1,44,63269.0,4,5,4,454,Frequent Flyer,1437.9318181818182,63269.0
387570,1,41,54140.0,4,4,3,443,Other,1320.4878048780488,54140.0
387584,1,36,53789.0,4,3,3,433,Other,1494.138888888889,53789.0
387648,1,39,55128.0,4,4,3,443,Other,1413.5384615384614,55127.99999999999
387650,1,32,51524.0,4,3,3,433,Other,1610.125,51524.0
387695,1,34,46996.0,4,3,3,433,Other,1382.235294117647,46996.0
387705,1,45,68743.0,4,5,5,455,Frequent Flyer,1527.6222222222223,68743.0
387721,1,36,65694.0,4,3,4,434,Other,1824.8333333333333,65694.0
387834,1,32,52636.0,4,3,3,433,Other,1644.875,52636.0
387880,1,35,57251.0,4,3,4,434,Other,1635.7428571428572,57251.0
387971,1,33,45395.0,4,3,3,433,Other,1375.6060606060605,45395.0
388046,1,30,34653.0,4,2,2,422,Other,1155.1,34653.0
388140,1,40,52001.0,4,4,3,443,Other,1300.025,52001.0
388156,1,50,74037.0,4,5,5,455,Frequent Flyer,1480.74,74037.0
388292,1,36,50184.0,4,3,3,433,Other,1394.0,50184.0
388448,1,44,77181.0,4,5,5,455,Frequent Flyer,1754.1136363636363,77181.0
388478,1,9,10349.0,4,1,1,411,Other,1149.888888888889,10349.0
388624,1,45,84038.0,4,5,5,455,Frequent Flyer,1867.5111111111112,84038.0
388639,1,26,37111.0,4,2,2,422,Other,1427.3461538461538,37111.0
388777,1,40,59487.0,4,4,4,444,Other,1487.175,59487.0
388985,1,45,53048.0,4,5,3,453,Frequent Flyer,1178.8444444444444,53048.0
389146,1,34,57921.0,4,3,4,434,Other,1703.5588235294117,57921.0
389225,1,51,79901.0,4,5,5,455,Frequent Flyer,1566.686274509804,79901.0
389387,1,13,10156.0,4,1,1,411,Other,781.2307692307693,10156.0
389429,1,37,55898.0,4,3,4,434,Other,1510.7567567567567,55898.0
389488,1,31,42529.0,4,3,2,432,Other,1371.9032258064517,42529.0
389551,1,36,51864.0,4,3,3,433,Other,1440.6666666666667,51864.0
389565,1,51,61501.0,4,5,4,454,Frequent Flyer,1205.9019607843138,61501.00000000001
389583,1,31,67438.5,4,3,5,435,High Spender,2175.435483870968,67438.5
389706,1,42,64815.0,4,4,4,444,Other,1543.2142857142858,64815.0
389741,1,17,24559.0,4,2,2,422,Other,1444.6470588235295,24559.0
389804,1,60,96947.0,4,5,5,455,Frequent Flyer,1615.7833333333333,96947.0
389812,1,27,45532.0,4,2,3,423,Other,1686.3703703703704,45532.0
389928,1,46,74344.0,4,5,5,455,Frequent Flyer,1616.1739130434783,74344.0
389995,1,28,45778.0,4,2,3,423,Other,1634.9285714285713,45778.0
389996,1,22,36593.0,4,2,2,422,Other,1663.3181818181818,36593.0
390022,1,40,79500.0,4,4,5,445,High Spender,1987.5,79500.0
390117,1,34,60777.0,4,3,4,434,Other,1787.5588235294117,60777.0
390190,1,35,54269.0,4,3,3,433,Other,1550.5428571428572,54269.0
390203,1,32,47220.0,4,3,3,433,Other,1475.625,47220.0
390209,1,42,53910.0,4,4,3,443,Other,1283.5714285714287,53910.00000000001
390297,1,14,24516.0,4,2,2,422,Other,1751.142857142857,24516.0
390343,1,36,56761.0,4,3,4,434,Other,1576.6944444444443,56761.0
390350,1,43,64900.0,4,4,4,444,Other,1509.3023255813953,64900.0
390377,1,6,9354.0,4,1,1,411,Other,1559.0,9354.0
390434,1,58,69312.0,4,5,5,455,Frequent Flyer,1195.0344827586207,69312.0
390435,1,24,31545.0,4,2,2,422,Other,1314.375,31545.0
390480,1,8,13216.0,4,1,1,411,Other,1652.0,13216.0
390546,1,39,54846.0,4,4,3,443,Other,1406.3076923076924,54846.0
390874,1,37,52606.0,4,3,3,433,Other,1421.7837837837837,52606.0
390880,1,34,52564.0,4,3,3,433,Other,1546.0,52564.0
390911,1,46,65316.0,4,5,4,454,Frequent Flyer,1419.9130434782608,65315.99999999999
390924,1,10,16752.0,4,1,1,411,Other,1675.2,16752.0
390974,1,48,82447.0,4,5,5,455,Frequent Flyer,1717.6458333333333,82447.0
390980,1,29,44411.0,4,2,3,423,Other,1531.4137931034484,44411.0
391034,1,40,59317.0,4,4,4,444,Other,1482.925,59317.0
391106,1,20,20659.0,4,2,2,422,Other,1032.95,20659.0
391313,1,22,23932.0,4,2,2,422,Other,1087.8181818181818,23932.0
391357,1,18,21941.0,4,2,2,422,Other,1218.9444444444443,21941.0
391397,1,27,37496.0,4,2,2,422,Other,1388.7407407407406,37496.0
391402,1,39,61460.0,4,4,4,444,Other,1575.8974358974358,61459.99999999999
391509,1,30,47608.0,4,2,3,423,Other,1586.9333333333334,47608.0
391542,1,42,63143.0,4,4,4,444,Other,1503.404761904762,63143.0
391557,1,11,17456.0,4,1,1,411,Other,1586.909090909091,17456.0
391564,1,44,62610.0,4,5,4,454,Frequent Flyer,1422.9545454545455,62610.0
391611,1,44,63815.0,4,5,4,454,Frequent Flyer,1450.340909090909,63815.0
391673,1,39,54903.0,4,4,3,443,Other,1407.7692307692307,54903.0
391761,1,29,41415.0,4,2,2,422,Other,1428.103448275862,41415.0
391861,1,34,47143.0,4,3,3,433,Other,1386.5588235294117,47143.0
391900,1,25,42016.0,4,2,2,422,Other,1680.64,42016.0
391927,1,45,69548.0,4,5,5,455,Frequent Flyer,1545.5111111111112,69548.0
391939,1,29,45029.0,4,2,3,423,Other,1552.7241379310344,45029.0
392098,1,32,47051.0,4,3,3,433,Other,1470.34375,47051.0
392206,1,43,65052.0,4,4,4,444,Other,1512.8372093023256,65052.0
392235,1,39,56551.0,4,4,4,444,Other,1450.025641025641,56551.0
392335,1,39,60433.0,4,4,4,444,Other,1549.5641025641025,60433.0
392402,1,40,59995.0,4,4,4,444,Other,1499.875,59995.0
392430,1,33,46880.0,4,3,3,433,Other,1420.6060606060605,46880.0
392575,1,27,37847.0,4,2,2,422,Other,1401.7407407407406,37847.0
392582,1,45,68736.0,4,5,5,455,Frequent Flyer,1527.4666666666667,68736.0
392619,1,28,41080.0,4,2,2,422,Other,1467.142857142857,41080.0
392682,1,14,10076.0,4,2,1,421,Other,719.7142857142857,10076.0
392713,1,3,6747.0,4,1,1,411,Other,2249.0,6747.0
392774,1,50,66187.0,4,5,4,454,Frequent Flyer,1323.74,66187.0
392785,1,41,55261.0,4,4,4,444,Other,1347.8292682926829,55261.0
392802,1,46,82582.0,4,5,5,455,Frequent Flyer,1795.2608695652175,82582.0
392953,1,20,34627.0,4,2,2,422,Other,1731.35,34627.0
392989,1,8,9695.0,4,1,1,411,Other,1211.875,9695.0
393101,1,5,11737.0,4,1,1,411,Other,2347.4,11737.0
393130,1,3,3725.0,4,1,1,411,Other,1241.6666666666667,3725.0
393206,1,21,24158.0,4,2,2,422,Other,1150.3809523809523,24158.0
393309,1,36,53303.0,4,3,3,433,Other,1480.638888888889,53303.0
393329,1,5,7726.0,4,1,1,411,Other,1545.2,7726.0
393380,1,43,71337.0,4,4,5,445,High Spender,1659.0,71337.0
393403,1,27,36630.0,4,2,2,422,Other,1356.6666666666667,36630.0
393565,1,25,32471.0,4,2,2,422,Other,1298.84,32470.999999999996
393604,1,19,36906.0,4,2,2,422,Other,1942.421052631579,36906.0
393806,1,35,55588.0,4,3,4,434,Other,1588.2285714285715,55588.0
393853,1,49,81269.0,4,5,5,455,Frequent Flyer,1658.5510204081634,81269.0
393888,1,20,32027.0,4,2,2,422,Other,1601.35,32027.0
394078,1,21,34374.0,4,2,2,422,Other,1636.857142857143,34374.0
394167,1,36,51731.0,4,3,3,433,Other,1436.9722222222222,51731.0
394196,1,15,11685.0,4,2,1,421,Other,779.0,11685.0
394213,1,10,14446.0,4,1,1,411,Other,1444.6,14446.0
394248,1,37,53759.0,4,3,3,433,Other,1452.945945945946,53759.00000000001
394321,1,32,43644.0,4,3,2,432,Other,1363.875,43644.0
394363,1,8,8488.0,4,1,1,411,Other,1061.0,8488.0
394454,1,41,54995.0,4,4,3,443,Other,1341.341463414634,54995.0
394569,1,3,3624.0,4,1,1,411,Other,1208.0,3624.0
394715,1,49,69518.0,4,5,5,455,Frequent Flyer,1418.734693877551,69518.0
394806,1,48,57073.0,4,5,4,454,Frequent Flyer,1189.0208333333333,57073.0
394812,1,36,52226.0,4,3,3,433,Other,1450.7222222222222,52226.0
394927,1,21,34295.0,4,2,2,422,Other,1633.095238095238,34295.0
394941,1,44,77028.0,4,5,5,455,Frequent Flyer,1750.6363636363637,77028.0
394946,1,9,9383.0,4,1,1,411,Other,1042.5555555555557,9383.0
394979,1,34,63439.0,4,3,4,434,Other,1865.8529411764705,63439.0
395026,1,59,85200.0,4,5,5,455,Frequent Flyer,1444.0677966101696,85200.0
395121,1,28,40399.0,4,2,2,422,Other,1442.8214285714287,40399.0
395168,1,30,54691.0,4,2,3,423,Other,1823.0333333333333,54691.0
395324,1,39,50323.0,4,4,3,443,Other,1290.3333333333333,50323.0
395384,1,27,37719.0,4,2,2,422,Other,1397.0,37719.0
395446,1,11,15729.0,4,1,1,411,Other,1429.909090909091,15729.0
395460,1,40,62296.0,4,4,4,444,Other,1557.4,62296.0
395511,1,35,58188.0,4,3,4,434,Other,1662.5142857142857,58188.0
395525,1,37,64197.0,4,3,4,434,Other,1735.054054054054,64196.99999999999
395622,1,49,72942.0,4,5,5,455,Frequent Flyer,1488.6122448979593,72942.0
395639,1,55,100977.0,4,5,5,455,Frequent Flyer,1835.9454545454546,100977.0
395871,1,34,52638.0,4,3,3,433,Other,1548.1764705882354,52638.0
395887,1,46,60650.0,4,5,4,454,Frequent Flyer,1318.4782608695652,60650.0
395912,1,41,56709.0,4,4,4,444,Other,1383.1463414634147,56709.00000000001
395962,1,10,12747.0,4,1,1,411,Other,1274.7,12747.0
396018,1,35,54101.0,4,3,3,433,Other,1545.7428571428572,54101.0
396048,1,4,6728.0,4,1,1,411,Other,1682.0,6728.0
396155,1,39,64313.0,4,4,4,444,Other,1649.051282051282,64313.0
396267,1,46,83557.0,4,5,5,455,Frequent Flyer,1816.4565217391305,83557.0
396446,1,31,40487.0,4,3,2,432,Other,1306.032258064516,40487.0
396471,1,41,55903.0,4,4,4,444,Other,1363.4878048780488,55903.0
396726,1,25,44921.0,4,2,3,423,Other,1796.84,44921.0
396863,1,20,32908.0,4,2,2,422,Other,1645.4,32908.0
396867,1,4,6274.0,4,1,1,411,Other,1568.5,6274.0
396920,1,42,63676.0,4,4,4,444,Other,1516.095238095238,63676.0
